age,name,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,2650,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439,3,-1,0,unknown,no
54,2651,services,married,secondary,no,158,yes,no,unknown,19,may,198,1,-1,0,unknown,no
44,2652,management,married,secondary,no,2984,yes,no,unknown,15,may,770,2,-1,0,unknown,no
50,2653,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340,2,-1,0,unknown,no
45,2654,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
36,2655,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
42,2656,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
37,2657,technician,married,secondary,no,712,yes,no,cellular,18,nov,291,2,-1,0,unknown,no
28,2658,services,single,secondary,no,-427,yes,yes,unknown,21,may,965,2,-1,0,unknown,no
56,2659,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594,1,-1,0,unknown,no
59,2660,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
32,2661,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501,4,-1,0,unknown,no
57,2662,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,unknown,no
49,2663,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,no
56,2664,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,unknown,no
48,2665,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,unknown,no
27,2666,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
31,2667,management,single,tertiary,no,574,yes,no,cellular,16,jul,410,2,-1,0,unknown,no
28,2668,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190,1,-1,0,unknown,no
36,2669,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,no
58,2670,housemaid,married,primary,no,0,yes,no,telephone,9,jul,148,1,-1,0,unknown,no
46,2671,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239,2,259,2,failure,no
32,2672,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,unknown,no
39,2673,services,married,secondary,no,-540,no,no,unknown,6,jun,29,1,-1,0,unknown,no
35,2674,self-employed,married,tertiary,no,560,yes,no,cellular,2,apr,58,1,136,1,failure,no
31,2675,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,2,-1,0,unknown,yes
29,2676,management,single,tertiary,no,437,no,no,cellular,5,aug,504,1,92,1,success,yes
48,2677,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348,1,-1,0,unknown,no
60,2678,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown,no
74,2679,retired,married,secondary,no,935,no,no,cellular,26,jan,100,1,104,1,other,no
30,2680,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,-1,0,unknown,no
52,2681,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no
24,2682,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90,1,-1,0,unknown,no
29,2683,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,unknown,no
33,2684,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,unknown,no
34,2685,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672,3,-1,0,unknown,no
45,2686,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,yes
31,2687,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,275,2,-1,0,unknown,no
45,2688,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,-1,0,unknown,no
27,2689,services,married,secondary,no,-1202,yes,no,unknown,4,jun,749,2,-1,0,unknown,no
30,2690,management,single,tertiary,no,4213,no,no,cellular,25,aug,142,4,-1,0,unknown,no
45,2691,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,unknown,no
57,2692,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,no
34,2693,management,married,tertiary,no,1310,no,no,telephone,30,jan,521,3,158,7,other,no
40,2694,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,no
39,2695,management,married,tertiary,no,399,no,no,cellular,9,apr,504,1,-1,0,unknown,no
46,2696,technician,married,tertiary,no,405,no,no,cellular,11,aug,138,3,-1,0,unknown,no
55,2697,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes
25,2698,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
34,2699,management,married,tertiary,no,697,no,no,cellular,5,aug,166,1,-1,0,unknown,no
37,2700,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,no
64,2701,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531,3,-1,0,unknown,no
45,2702,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,failure,no
57,2703,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73,1,-1,0,unknown,no
21,2704,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,no
58,2705,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,-1,0,unknown,no
41,2706,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479,9,-1,0,unknown,yes
41,2707,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown,no
58,2708,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,no
33,2709,management,married,tertiary,no,287,yes,no,cellular,15,may,199,2,274,3,other,no
32,2710,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,unknown,no
44,2711,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,no
47,2712,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success,no
41,2713,self-employed,married,primary,no,340,no,no,unknown,6,jun,37,3,-1,0,unknown,no
54,2714,technician,married,tertiary,no,98,no,no,cellular,8,aug,420,4,-1,0,unknown,no
47,2715,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no
32,2716,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no
59,2717,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,unknown,no
29,2718,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
48,2719,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown,no
32,2720,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
46,2721,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728,2,-1,0,unknown,no
31,2722,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281,3,-1,0,unknown,no
53,2723,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
34,2724,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,no
48,2725,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
32,2726,technician,married,secondary,no,687,no,no,cellular,20,aug,161,4,-1,0,unknown,no
31,2727,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,unknown,no
27,2728,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54,2,-1,0,unknown,no
60,2729,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,no
34,2730,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,no
52,2731,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
48,2732,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181,9,-1,0,unknown,no
45,2733,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no
54,2734,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81,1,-1,0,unknown,no
52,2735,services,married,secondary,no,2072,no,no,cellular,10,jul,224,1,-1,0,unknown,no
47,2736,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown,no
54,2737,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,unknown,no
34,2738,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,unknown,no
39,2739,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,unknown,no
46,2740,technician,married,secondary,no,2098,no,no,cellular,7,aug,110,2,-1,0,unknown,no
26,2741,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
37,2742,technician,single,secondary,no,61,yes,no,unknown,19,may,182,8,-1,0,unknown,no
47,2743,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no
35,2744,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179,6,-1,0,unknown,no
57,2745,unemployed,married,primary,no,0,no,no,unknown,9,jun,540,1,-1,0,unknown,no
34,2746,management,married,tertiary,no,1657,yes,no,cellular,18,may,566,2,356,4,failure,no
47,2747,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
27,2748,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no
40,2749,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,-1,0,unknown,yes
39,2750,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
36,2751,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246,1,-1,0,unknown,no
42,2752,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,unknown,no
23,2753,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,unknown,no
34,2754,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,unknown,no
34,2755,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,unknown,no
49,2756,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
57,2757,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78,4,-1,0,unknown,no
59,2758,retired,married,unknown,no,0,no,no,unknown,8,may,425,6,-1,0,unknown,no
57,2759,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown,no
34,2760,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182,1,90,8,failure,no
61,2761,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes
35,2762,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown,no
42,2763,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,no
57,2764,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,unknown,no
42,2765,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,failure,no
53,2766,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,unknown,no
63,2767,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104,2,-1,0,unknown,no
47,2768,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454,6,-1,0,unknown,no
54,2769,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,no
45,2770,admin.,married,secondary,no,0,no,no,cellular,19,aug,145,10,-1,0,unknown,no
28,2771,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no
58,2772,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,no
48,2773,management,single,tertiary,no,414,no,no,cellular,21,jul,761,2,-1,0,unknown,no
35,2774,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes
37,2775,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no
37,2776,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968,1,-1,0,unknown,no
37,2777,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
25,2778,services,single,secondary,no,-352,no,no,cellular,15,jul,246,1,-1,0,unknown,no
58,2779,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,no
52,2780,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,unknown,no
19,2781,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes
59,2782,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200,3,-1,0,unknown,no
41,2783,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown,no
34,2784,technician,single,tertiary,no,632,no,no,cellular,22,aug,215,10,-1,0,unknown,no
35,2785,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
41,2786,technician,married,secondary,no,902,no,no,unknown,16,jun,35,6,-1,0,unknown,no
28,2787,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown,no
53,2788,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246,3,-1,0,unknown,no
35,2789,services,married,secondary,no,0,no,yes,telephone,9,jul,42,1,-1,0,unknown,no
33,2790,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,unknown,no
37,2791,technician,single,secondary,no,435,yes,no,unknown,26,may,210,1,-1,0,unknown,no
32,2792,technician,married,secondary,no,782,yes,no,unknown,26,may,116,4,-1,0,unknown,no
32,2793,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,unknown,no
54,2794,services,married,unknown,no,7864,yes,no,unknown,15,may,145,4,-1,0,unknown,no
44,2795,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41,1,-1,0,unknown,no
36,2796,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
56,2797,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
30,2798,management,single,tertiary,no,18,no,no,unknown,20,may,121,11,-1,0,unknown,no
36,2799,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106,3,-1,0,unknown,no
43,2800,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,unknown,no
40,2801,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no
32,2802,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67,1,-1,0,unknown,no
34,2803,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26,1,-1,0,unknown,no
37,2804,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown,no
28,2805,admin.,single,secondary,no,775,no,no,cellular,29,jan,603,2,-1,0,unknown,no
35,2806,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
53,2807,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287,2,-1,0,unknown,no
60,2808,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149,1,-1,0,unknown,no
40,2809,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173,7,-1,0,unknown,no
57,2810,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
29,2811,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,no
44,2812,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378,1,-1,0,unknown,no
41,2813,admin.,single,secondary,no,748,no,no,telephone,21,nov,94,7,130,3,other,no
47,2814,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,no
43,2815,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown,no
37,2816,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,no
34,2817,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no
30,2818,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287,1,-1,0,unknown,no
57,2819,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
26,2820,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other,no
34,2821,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,unknown,no
46,2822,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
38,2823,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,0,unknown,yes
37,2824,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
28,2825,management,single,tertiary,no,2380,no,no,cellular,14,sep,394,2,-1,0,unknown,no
57,2826,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230,3,-1,0,unknown,no
39,2827,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
49,2828,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes
38,2829,technician,married,secondary,no,1960,yes,no,cellular,21,aug,161,2,-1,0,unknown,no
27,2830,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188,5,-1,0,unknown,no
30,2831,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown,no
38,2832,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,176,2,-1,0,unknown,no
36,2833,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
38,2834,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,unknown,no
59,2835,housemaid,married,primary,no,235,no,no,cellular,13,aug,119,2,-1,0,unknown,no
37,2836,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,unknown,no
29,2837,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73,4,-1,0,unknown,no
43,2838,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes
33,2839,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown,no
54,2840,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,no
55,2841,services,married,secondary,no,557,no,no,unknown,19,jun,58,1,-1,0,unknown,no
32,2842,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238,1,-1,0,unknown,no
48,2843,management,married,primary,no,3230,yes,no,telephone,20,nov,207,3,-1,0,unknown,no
33,2844,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,unknown,no
46,2845,admin.,married,secondary,no,120,yes,no,unknown,14,may,20,11,-1,0,unknown,no
44,2846,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,yes
47,2847,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,no
38,2848,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
80,2849,retired,married,secondary,no,462,no,no,cellular,7,dec,127,2,-1,0,unknown,no
40,2850,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,failure,no
43,2851,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,unknown,no
32,2852,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes
39,2853,management,married,tertiary,no,562,no,no,cellular,13,sep,303,2,-1,0,unknown,no
33,2854,technician,married,secondary,no,9305,yes,no,cellular,17,apr,407,2,-1,0,unknown,no
31,2855,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,unknown,no
36,2856,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
35,2857,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
25,2858,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,unknown,no
33,2859,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,no
23,2860,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,169,1,346,1,failure,no
31,2861,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,484,2,other,no
36,2862,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,-1,0,unknown,no
44,2863,technician,single,tertiary,no,900,yes,no,cellular,29,jan,322,2,-1,0,unknown,no
31,2864,management,single,tertiary,no,385,yes,no,unknown,21,may,304,1,-1,0,unknown,no
55,2865,blue-collar,married,primary,no,1649,yes,no,cellular,12,may,52,3,-1,0,unknown,no
51,2866,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,yes
36,2867,admin.,married,secondary,no,0,yes,yes,cellular,9,feb,101,2,-1,0,unknown,no
27,2868,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,65,2,-1,0,unknown,no
40,2869,services,married,secondary,no,771,yes,no,cellular,15,may,173,4,-1,0,unknown,no
49,2870,services,married,secondary,no,280,yes,no,telephone,14,jul,162,3,-1,0,unknown,no
59,2871,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,unknown,no
32,2872,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
42,2873,retired,single,tertiary,no,308,no,no,cellular,30,jan,114,2,-1,0,unknown,no
35,2874,management,divorced,tertiary,no,160,yes,no,unknown,4,jun,141,6,-1,0,unknown,no
29,2875,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown,no
29,2876,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,unknown,no
37,2877,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
49,2878,admin.,married,primary,no,169,yes,no,cellular,15,may,82,3,-1,0,unknown,no
51,2879,services,divorced,secondary,no,12,yes,no,cellular,17,nov,150,1,-1,0,unknown,no
61,2880,housemaid,married,primary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
43,2881,management,married,secondary,no,481,yes,no,telephone,18,nov,164,1,110,2,other,no
42,2882,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,unknown,no
24,2883,blue-collar,married,secondary,no,-254,yes,yes,unknown,27,may,290,2,-1,0,unknown,no
46,2884,self-employed,married,tertiary,no,1148,no,no,telephone,29,jul,104,2,-1,0,unknown,no
23,2885,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,no
26,2886,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,unknown,no
43,2887,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,unknown,no
35,2888,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,unknown,yes
38,2889,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,unknown,no
56,2890,unemployed,divorced,primary,no,109,no,no,cellular,15,jul,924,4,-1,0,unknown,no
31,2891,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,no
32,2892,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown,yes
28,2893,services,single,secondary,no,2685,no,yes,unknown,24,aug,5,1,-1,0,unknown,no
26,2894,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no
49,2895,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,unknown,no
33,2896,admin.,married,secondary,no,220,yes,no,unknown,27,may,345,1,-1,0,unknown,no
80,2897,retired,married,primary,no,1548,no,no,cellular,6,aug,331,2,-1,0,unknown,no
40,2898,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,112,1,-1,0,unknown,no
42,2899,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,-1,0,unknown,no
46,2900,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown,no
32,2901,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure,no
37,2902,services,single,tertiary,no,223,yes,no,unknown,28,may,25,1,-1,0,unknown,no
32,2903,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no
53,2904,management,married,tertiary,no,4446,yes,no,unknown,14,may,429,1,-1,0,unknown,no
39,2905,management,married,tertiary,no,894,yes,no,cellular,20,apr,491,1,326,1,other,no
31,2906,technician,divorced,secondary,no,202,yes,no,cellular,18,jul,146,1,-1,0,unknown,no
34,2907,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown,no
44,2908,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown,no
35,2909,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
39,2910,admin.,married,secondary,no,406,no,no,cellular,30,jul,253,5,-1,0,unknown,no
55,2911,services,married,secondary,no,96,no,no,telephone,30,jul,340,2,-1,0,unknown,no
34,2912,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
39,2913,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,121,4,-1,0,unknown,no
58,2914,retired,married,secondary,no,413,no,no,cellular,27,aug,104,5,-1,0,unknown,no
37,2915,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no
56,2916,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
32,2917,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,unknown,no
41,2918,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
29,2919,admin.,single,tertiary,no,14,no,no,cellular,29,sep,87,1,120,1,failure,no
44,2920,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown,no
24,2921,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
43,2922,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown,no
26,2923,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,no
39,2924,admin.,married,secondary,no,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
49,2925,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
52,2926,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,unknown,no
33,2927,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,unknown,no
30,2928,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,unknown,no
32,2929,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,no
27,2930,management,single,tertiary,no,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no
58,2931,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown,no
46,2932,retired,married,primary,no,-35,yes,no,cellular,7,may,304,3,-1,0,unknown,no
28,2933,management,single,tertiary,no,1351,no,no,cellular,10,dec,267,1,-1,0,unknown,no
39,2934,services,married,primary,no,1601,yes,no,unknown,23,may,201,2,-1,0,unknown,no
41,2935,services,married,unknown,no,88,yes,no,cellular,11,may,105,1,336,2,failure,no
38,2936,services,married,secondary,no,435,yes,no,unknown,23,may,193,2,-1,0,unknown,no
50,2937,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,113,1,-1,0,unknown,no
56,2938,services,married,secondary,no,705,yes,no,unknown,29,may,151,2,-1,0,unknown,no
34,2939,technician,married,secondary,no,1553,no,no,cellular,20,aug,200,2,-1,0,unknown,no
33,2940,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
61,2941,technician,married,secondary,no,1191,no,no,cellular,21,may,214,4,-1,0,unknown,yes
36,2942,admin.,single,secondary,no,47,no,yes,cellular,9,jul,36,6,-1,0,unknown,no
